ItemCode,Item,MDA,MDACode, Amount ,Numeric MDA Code,Ministry
FMOET16134581,TRAINING OF STATE COORDINATORS AND DATA COLLECTORS,FEDERAL MINISTRY OF EDUCATION - HQTRS,0517001001," 2,964,500.00 ",517001001,FEDERAL MINISTRY OF EDUCATION
FMOET81651284,REVIEW AND UPDATE OF THE INSTRUMENT/TOOL FOR MONITORING AND EVALUATION OFCURRICULUM CONTENT OF SUBJECT IMPLEMENTATION BELOW TERTIARY.,FEDERAL MINISTRY OF EDUCATION - HQTRS,0517001001," 11,200,000.00 ",517001001,FEDERAL MINISTRY OF EDUCATION
FMOET50695315,NIGERIA'S ANNUAL EDUCATION CONFERENCE,FEDERAL MINISTRY OF EDUCATION - HQTRS,0517001001," 7,000,000.00 ",517001001,FEDERAL MINISTRY OF EDUCATION
FMOET74138276,MEETING TO STREGHTEN PARTNERSHIP IN THE 3 TIERS OF GOVERNMENT FOR THEACHIEVEMENT OF SDG4. TO BE CARRIED OUT IN THE 2 GEO-POLITICAL ZONES (SDGS) TO BECARRIED OUT IN A SELECTED STATE CAPITAL IN EACH OF THE GEO-POLITICAL ZONES,FEDERAL MINISTRY OF EDUCATION - HQTRS,0517001001," 24,000,000.00 ",517001001,FEDERAL MINISTRY OF EDUCATION
FMOET16037504,PRODUCTION AND DEVELOPMENT OF TITLE DEEDS OF 12 UNITY COLLEGES AND PERFECTION OF8 NO. DEEDS FOR FEQAS,FEDERAL MINISTRY OF EDUCATION - HQTRS,0517001001," 14,548,000.00 ",517001001,FEDERAL MINISTRY OF EDUCATION
FMOET32647576,"DEVELOPMENT OF A NATIONAL POLICY ON TECHNOLOGY AND SCIENCE EDUCATION, CONDUCTOF NEEDS ASSESSMENT AND OTHER OVERSIGHT FUNCTIONS OF TECHNOLOGY AND SCIENCEEDUCATION DEPARTMENT TO INCREASE ACCESS AND IMPROVE QUALITY",FEDERAL MINISTRY OF EDUCATION - HQTRS,0517001001," 27,195,200.00 ",517001001,FEDERAL MINISTRY OF EDUCATION
FMOET42279595,COORDINATION AND MONITORING OF THE ACTIVITIES OF COMMONWEALTH CLUBS IN 104 FGCSAND ORGANIZATION OF COMMONWEALTH DAY ACTIVITIES.,FEDERAL MINISTRY OF EDUCATION - HQTRS,0517001001," 9,851,208.00 ",517001001,FEDERAL MINISTRY OF EDUCATION
FMOET83222460,SKILL DEVELOPMENT OF GUIDANCE COUNSELLORS ON CURRENT COUNSELLING TECHNIQUESAND STRATEGIES IN 104 FEDERAL GOVERNMENT COLLEGES.,FEDERAL MINISTRY OF EDUCATION - HQTRS,0517001001," 6,558,400.00 ",517001001,FEDERAL MINISTRY OF EDUCATION
FMOET16096866,REVIEW /TRANSLATION/PRODUCTION AND DISTRIBUTION OF CURICULUM,FEDERAL MINISTRY OF EDUCATION - HQTRS,0517001001," 8,970,750.00 ",517001001,FEDERAL MINISTRY OF EDUCATION
FMOET29503269,CONDUCTS OF QUARTERLY IMPLEMENTATION STATUS MEETING BY TASK FORCE/ TASK TEAMFOR THE BENEFICIARIES (SDGS),FEDERAL MINISTRY OF EDUCATION - HQTRS,0517001001," 52,000,000.00 ",517001001,FEDERAL MINISTRY OF EDUCATION
FMOET09057084,SUSTAINABILITY OF GIRL-CHILD EDUCATION AND SERVICING OF ONGOING SCHOLARSHIP FORTERTIARY INSTITUTIONS IN NIGERIA (SDGS),FEDERAL MINISTRY OF EDUCATION - HQTRS,0517001001," 26,000,000.00 ",517001001,FEDERAL MINISTRY OF EDUCATION
FMOET45794403,"INVESTIGATION AND MONITORING ACTIVITIES OF DISCIPLINARY CASES IN THE HEADQUARTERS,FUCS,FEQAS AND FSB OFFICE NATIONWIDE AND QUARTERLY CONDUCT AND SERVICING OFMEETING OF SENIOR STAFF COMMITTEE (SSC) AND JUNIOR STAFF COMMITTEE (JSC)",FEDERAL MINISTRY OF EDUCATION - HQTRS,0517001001," 12,938,000.00 ",517001001,FEDERAL MINISTRY OF EDUCATION
FMOET90699517,CHECKING/REGULATING THE IMPLEMENTATION OF THE SAFE SCHOOLS INITIATIVE (SSI)PROGRAMME IN 43 FEDERAL UNITY COLLEGES IN THE NORTHERN ZONE,FEDERAL MINISTRY OF EDUCATION - HQTRS,0517001001," 5,000,000.00 ",517001001,FEDERAL MINISTRY OF EDUCATION
FMOET87783765,"AUDITING,MONITORING, AND INSPECTION OF BOOKS OF ACCOUNT AND RECORDS OF CAPITALPROJECTS IN THE 104 FEDERAL UNITY COLLEGES IN THE SIX GEO- POLITICAL ZONES OF THEFED. INCLUDING FCT, STATE AND ZONAL OFFICES OF FEDERAL QUALITY ASSURANCE ANDSCHOLARSHIP BOARD",FEDERAL MINISTRY OF EDUCATION - HQTRS,0517001001," 20,000,080.00 ",517001001,FEDERAL MINISTRY OF EDUCATION
FMOET49474564,INSTITUTIONAL CAPACITY DEVELOPMENT,FEDERAL MINISTRY OF EDUCATION - HQTRS,0517001001," 30,000,000.00 ",517001001,FEDERAL MINISTRY OF EDUCATION
FMOET94951976,ANNUAL STAFF AUDIT/VERIFICATION,FEDERAL MINISTRY OF EDUCATION - HQTRS,0517001001," 25,600,900.00 ",517001001,FEDERAL MINISTRY OF EDUCATION
FMOET53935639,CELEBRATION OF HUMAN RIGHTS DAY 2017,FEDERAL MINISTRY OF EDUCATION - HQTRS,0517001001," 1,075,000.00 ",517001001,FEDERAL MINISTRY OF EDUCATION
FMOET61443366,PROVISION OF SPORTING MATERIALS AND ORGANISATION OF FEDERAL GOVERNMENTCOLLEGES (FEDCOL) GAMES FOR THE 104 FEDERAL GOVERNMENT COLLEGES.,FEDERAL MINISTRY OF EDUCATION - HQTRS,0517001001," 26,000,000.00 ",517001001,FEDERAL MINISTRY OF EDUCATION
FMOET36463762,"PURCHASE OF SPECIALIZED AUDIT PENCIL AND PRINTING OF NON SECURITY DOCUMENTS ANDMAINTENANCE OF OFFICE EQUIPMENTS FOR THE STATUTORY 100% PRE-PAYMENT AND POSTPAYMENT AUDIT OF FEDERAL GOVERNMENT COLLEGESS, DEPARTMENT AND HQTRS",FEDERAL MINISTRY OF EDUCATION - HQTRS,0517001001," 1,499,998.00 ",517001001,FEDERAL MINISTRY OF EDUCATION
FMOET29091070,"PRODUCTION OF STOCK VERIFICATION NON SECURITY DOCUMENT FOR DISTRIBUTION IN TO 104UNITY SCHOOLS, EQAS/FSB OFFICES IN THE 6 GEO-POLITICAL ZONES.",FEDERAL MINISTRY OF EDUCATION - HQTRS,0517001001," 530,000.00 ",517001001,FEDERAL MINISTRY OF EDUCATION
FMOET90489646,"AUDITING, MONITORING AND INSPECTION OF BOOKS OF ACCOUNTS AND RECORDS OF THE 104FEDERAL COLLEGES IN THE SIX GEO-POLITICAL ZONES OF THE FEDERATION INCLUDING FCTSTATE AND ZONAL OFFICES OF THE FEDERAL QUALITY ASSURANCE AND SCHOLARSHIP BOARD",FEDERAL MINISTRY OF EDUCATION - HQTRS,0517001001," 25,000,032.00 ",517001001,FEDERAL MINISTRY OF EDUCATION
FMOET57745488,HIGH LEVEL MEETING TO DISSEMINATE THE MLA REPORT.,FEDERAL MINISTRY OF EDUCATION - HQTRS,0517001001," 4,000,000.00 ",517001001,FEDERAL MINISTRY OF EDUCATION
FMOET41608541,CO-ORDINATION OF THE IMPLEMENTATION OF THE NATIONAL ENROLMENT DRIVE STRATEGYFOR OUT OF SCHOOL CHILDREN OOSC IN THE 36 STATES AND FCT,FEDERAL MINISTRY OF EDUCATION - HQTRS,0517001001," 10,000,000.00 ",517001001,FEDERAL MINISTRY OF EDUCATION
FMOET31329279,"DEFENCE OF AUDIT QUERIES & OBSERVATIONS OF OAUGF SUBMITTED TO PUBLIC ACCOUNTSCOMMITTEE (PAC) OF NATIONAL ASSEMBLY. (VISITATION OF AFFECTED SCHOOLS AND ZONALOFFICES OF QUALITY ASSURANCE DEPARTMENT, COMPILING AND BINDING OF REPORTS)",FEDERAL MINISTRY OF EDUCATION - HQTRS,0517001001," 63,187,200.00 ",517001001,FEDERAL MINISTRY OF EDUCATION
FMOET84464015,SKILL ENHANCEMENT ON THE UTILIZATION OF DIAGNOSTICS AND ASSESSMENT MATERIALS FORPERSONNEL OF THE DIAGNOSTIC CENTRE FOR PERSONS WITH SPECIAL NEEDS,FEDERAL MINISTRY OF EDUCATION - HQTRS,0517001001," 5,000,000.00 ",517001001,FEDERAL MINISTRY OF EDUCATION
FMOET42733308,"INSTITUTIONALISATION OF STUDENTS' TUTORING, MENTORING AND COUNSELLING (STUMEC)PROGRAMME IN THE STATES WITH HIGH GENDER DISPARITY.",FEDERAL MINISTRY OF EDUCATION - HQTRS,0517001001," 25,000,000.00 ",517001001,FEDERAL MINISTRY OF EDUCATION
FMOET92916385,"PARTICIPATION OF SECTOR AT NATIONAL & INTER-GOVERNMENTAL COMMITTEESMEETINGS(MAB, IHP, IGCP, IPDC IFAP, IBE, MOST,IOC )",FEDERAL MINISTRY OF EDUCATION - HQTRS,0517001001," 1,322,300.00 ",517001001,FEDERAL MINISTRY OF EDUCATION
FMOET83004931,NATIONAL CREATIVITY WEEK CELEBRATION 2017,FEDERAL MINISTRY OF EDUCATION - HQTRS,0517001001," 814,000.00 ",517001001,FEDERAL MINISTRY OF EDUCATION
FMOET03748107,PROVISION OF COUNSELLING EQUIPMENT AND SETTING UP OF COUNSELLING CLINICS IN ALLTHE FGCS COMMENCING WITH 24 SCHOOLS IN NORTH-CENTRAL ZONE.,FEDERAL MINISTRY OF EDUCATION - HQTRS,0517001001," 20,000,000.00 ",517001001,FEDERAL MINISTRY OF EDUCATION
FMOET85215793,"PROVISION OF CURRENT REFERENCE MATERIALS FOR EVALUATION/ ACCREDITATION OFFOREIGN INSTITUTIONS AND CERTIFICATES SUCH AS INTERNATIONAL HANDBOOK OFUNIVERSITIES,THE EUROPA WORLD OF LEARNING, AND REVIEW/ASSESSMENT OF ACADEMICQUALIFICATIONS.",FEDERAL MINISTRY OF EDUCATION - HQTRS,0517001001," 13,000,000.00 ",517001001,FEDERAL MINISTRY OF EDUCATION
FMOET94402415,"PREPARATION OF MEDIUM TERM SUCCESSOR STRATEGIC PLAN(MTSSP) 2017-2019 FOR FMEHEADQUARTERS, PARASTATALS, TERTIARY INSTITUTIONS AND FEDERAL GOVERNMENTCOLLEGES",FEDERAL MINISTRY OF EDUCATION - HQTRS,0517001001," 10,000,000.00 ",517001001,FEDERAL MINISTRY OF EDUCATION
FMOET69203821,MONITORING AND TRACKING OF SDGS PROGRAMMES AND PROJECTS IN EDUCATION SECTOR(SDGS),FEDERAL MINISTRY OF EDUCATION - HQTRS,0517001001," 20,000,000.00 ",517001001,FEDERAL MINISTRY OF EDUCATION
FMOET35648016,"HIGH LEVEL ADVOCACY AND SENSITIZATION OF POLITICAL, RELIGIOUS AND COMMUNITYLEADERS IN THE SOUTH EAST AND SOUTH SOUTH ZONES ON CURBING THE OUT-OF- SCHOOLBOY-CHILD SYNDROME IN THE ZONES",FEDERAL MINISTRY OF EDUCATION - HQTRS,0517001001," 10,000,000.00 ",517001001,FEDERAL MINISTRY OF EDUCATION
FMOET77058626,ANNUAL 2017 MAYDAY CELEBRATION,FEDERAL MINISTRY OF EDUCATION - HQTRS,0517001001," 15,000,000.00 ",517001001,FEDERAL MINISTRY OF EDUCATION
FMOET03429992,62ND NATIONAL COUNCIL ON EDUCATION MEETING,FEDERAL MINISTRY OF EDUCATION - HQTRS,0517001001," 20,000,000.00 ",517001001,FEDERAL MINISTRY OF EDUCATION
FMOET95152596,LAUCH OF FME CAMPAIGNS ON ACCESS TO EDUCATION IN TWO (2) ZONES: NORTH AND SOUTHTO BOOST ENROLLMENT: IMPLEMENTATION OF EDUCATION FOR CHANGE: A MINISTERIALSTRATEGIC PLAN 2017-2019,FEDERAL MINISTRY OF EDUCATION - HQTRS,0517001001," 28,828,800.00 ",517001001,FEDERAL MINISTRY OF EDUCATION
FMOET24472169,"STATUTORY SPECIAL AUDIT AND INVESTIGATION AT THE HEADQUARTERS, DEPARTMENT AND104 UNITY SCHOOLS",FEDERAL MINISTRY OF EDUCATION - HQTRS,0517001001," 6,000,005.00 ",517001001,FEDERAL MINISTRY OF EDUCATION
FMOET93354747,"SENSITIZATION OF STAKEHOLDERS NATIONWIDE ON THE IMPLEMENTATION OF NATIONALTEACHERS EDUCATION POLICY IN 36 STATES AND FCT AND QUARTERLY MONITORING OF OTHERPOLICIES IN FEDERAL UNIVERSITIES, MONOTECHNICS AND POLYTECHNICS AND COLLEGES OFEDUCATION, IMPLEMENTATION OF GOVERNMENT WHITE PAPER ON THE REPORT OF THE 2016STATUTORY PRESIDENTIAL VISITATION EXERCISE INTO THE AFFAIRS OF THE 90 FEDERALTERTIARY INSTITUTIONS IN COLLABORATION WITH NUC, NBTE, NCCE AND OTHERSTAKEHOLDERS.",FEDERAL MINISTRY OF EDUCATION - HQTRS,0517001001," 78,874,000.00 ",517001001,FEDERAL MINISTRY OF EDUCATION
FMOET31714846,"EVALUATION OF 359 SECONDARY SCHOOLS INCLUDING VOCATIONAL CENTERS IN THE SIX (6)GEO-POLITICAL ZONES AND ANNUAL ""QUALITY ASSURANCE BASED"" STATE OF EDUCATIONREPORT.",FEDERAL MINISTRY OF EDUCATION - HQTRS,0517001001," 256,800,000.00 ",517001001,FEDERAL MINISTRY OF EDUCATION
FMOET67598762,NATIONAL MONITORING OF LEARNING ACHIEVEMENT (MLA),FEDERAL MINISTRY OF EDUCATION - HQTRS,0517001001," 5,349,602.00 ",517001001,FEDERAL MINISTRY OF EDUCATION
FMOET15907921,"NATCOM-UNESCO 2-DAY SENSITIZATION WORKSHOP WITH LINE MINISTRIES/AGENCIES, NGOS&UNESCO CLUBS ON FOLLOW UP OF GENERAL CONFERENCE ON IMPLEMENTATION OFSUSTAINABLE DEVELOPMENT GOALS IN NIGERIA.",FEDERAL MINISTRY OF EDUCATION - HQTRS,0517001001," 5,171,200.00 ",517001001,FEDERAL MINISTRY OF EDUCATION
FMOET19237600,"BI-ANNUAL HIGH LEVEL MEETING WITH INTERNATIONAL DONOR PARTNERS WITH HME, HMSE,NASS, MINISTRY OF BUDGET AND NATIONAL PLANNING: FUNDING OF MINISTERIAL MEETINGWITH VARIOUS DONOR BODIES AND HOUSE COMMITTEE ON EDUCATION",FEDERAL MINISTRY OF EDUCATION - HQTRS,0517001001," 7,950,000.00 ",517001001,FEDERAL MINISTRY OF EDUCATION
FMOET25758029,COMMITMENT TO 2017 JCCE REFERENCE COMMITTEE CONFERENCE,FEDERAL MINISTRY OF EDUCATION - HQTRS,0517001001," 15,000,000.00 ",517001001,FEDERAL MINISTRY OF EDUCATION
FMOET60681571,"DEVELOPMENT OF PPP POLICY FRAMEWORK & COLLABORATION WITH NGOS, CBOS, FBOS, ANDNIGERIANS IN DIASPORA INTERVENING IN THE EDUCATION SECTOR",FEDERAL MINISTRY OF EDUCATION - HQTRS,0517001001," 25,000,000.00 ",517001001,FEDERAL MINISTRY OF EDUCATION
FMOET79720944,"POPULARIZATION AND STRENGTHENING OF TECHNOLOGY AND SCIENCE EDUCATION THROUGHANNUAL JETS COMPETITION, INNOVATION, EXHIBITION AND COMMERCIALIZATION TO INCREASEACCESS AND IMPROVE QUALITY (ONGOING)",FEDERAL MINISTRY OF EDUCATION - HQTRS,0517001001," 83,541,000.00 ",517001001,FEDERAL MINISTRY OF EDUCATION
FMOET08032951,COMMITMENT TO 77TH JCCE PLENARY MEETINGS,FEDERAL MINISTRY OF EDUCATION - HQTRS,0517001001," 17,000,000.00 ",517001001,FEDERAL MINISTRY OF EDUCATION
FMOET07514862,NATIONWIDE SENSITIZATION MEETING IN THE SIX (6) GEO-POLITICAL ZONE ON THEIMPLEMENTATION OF EDUCATION FOR CHANGE: A MINISTERIAL STRATEGIC PLAN 2017-2019,FEDERAL MINISTRY OF EDUCATION - HQTRS,0517001001," 32,136,500.00 ",517001001,FEDERAL MINISTRY OF EDUCATION
FMOET15081430,"LOGISTICS FOR THE CONDUCT OF FRESH 282 SCHOLARSHIPS TO NIGERIANS TO STUDY INCOUNTRIES THAT HAVE BILATERAL EDUCATION AGREEMENT (BEA) WITH NIGERIA, FOR YEAR2017 IN THE SIX GEOPOLITICAL ZONES, SYNERGY AMONG OTHER SCHOLARSHIP AGENCIES.",FEDERAL MINISTRY OF EDUCATION - HQTRS,0517001001," 18,000,000.00 ",517001001,FEDERAL MINISTRY OF EDUCATION
FMOET41648607,COLLABORATING WITH OTHER AGENCIES ON CHECKING/REGULATING THE ALMAJIRI EDUCATIONPROGRAMME IN NIGERIA TO INCREASE ENROLLMENT,FEDERAL MINISTRY OF EDUCATION - HQTRS,0517001001," 5,000,000.00 ",517001001,FEDERAL MINISTRY OF EDUCATION
FMOET99509401,BUDGET PREPARATION: DEFENCE AND ADMINISTRATION,FEDERAL MINISTRY OF EDUCATION - HQTRS,0517001001," 19,618,650.00 ",517001001,FEDERAL MINISTRY OF EDUCATION
FMOET97265892,EXAMINATION SYLABUS PRODUCTION AND DISTRIBUTION TO EXAMINATION CENTERS,FEDERAL MINISTRY OF EDUCATION - HQTRS,0517001001," 3,767,000.00 ",517001001,FEDERAL MINISTRY OF EDUCATION
FMOET23014517,"SET UP NATIONAL PROGRAMME CO-COORDINATING COMMITTEE TO CO-ORDINATE THEIMPLEMENTATION OF THE MASS LITERACY PROGRAMMES AT THE FEDERAL, STATES AND LOCALGOVERNMENT LEVELS, ADVOCACY AND SENSITIZATION ON LITERACY( IN COLLABORATION WITHNMEC)",FEDERAL MINISTRY OF EDUCATION - HQTRS,0517001001," 6,852,600.00 ",517001001,FEDERAL MINISTRY OF EDUCATION
FMOET94010080,MONITORING OF INNOVATION ENTERPRISE INSTITUTIONS WITH OPERATIONAL GUIDELINES FORTHEIR ESTABLISHMENT AND CURRICULUM DELIVERY TO MEET GLOBAL MARKET,FEDERAL MINISTRY OF EDUCATION - HQTRS,0517001001," 20,567,000.00 ",517001001,FEDERAL MINISTRY OF EDUCATION
FMOET81105594,"NATIONAL EXHIBITION OF ENTREPRENURESHIP SKILLS AT TERTIARY LEVEL BY ALL TERTIARYINSTITUTIONS IN NIGERIA (FEDERAL, STATE, PRIVATE BODIES & IEIS); II) HOSTING OF ANNUALBUDING ENGINEERS, SCIENTISTS NATIONAL COMPETITION FOR IEIS AND OTHER TERTIARYINSTITUTINS WITH INDUSTRY IN COLLABORATION WITH NUC, NBTE, NCCE AND OTHERSTAKEHOLDERS",FEDERAL MINISTRY OF EDUCATION - HQTRS,0517001001," 30,750,000.00 ",517001001,FEDERAL MINISTRY OF EDUCATION
FMOET42395681,"LOGISTICS AND FEDERAL SCHOLARSHIP ALLOWANCES FOR FRESH 2017 542 FEDERALGOVERNMENT SCHOLARSHIP AWARD TO NIGERIAN STUDENTS. AWARD OF 542 SCHOLARSHIPSFOR YEAR-2017 TO UNIVERSITY, POLYTECHNICS, COLLEGES OF EDUCATION ANDPOSTGRADUATE STUDENTS IN NIGERIAN TERTIARY INSTITUTIONS",FEDERAL MINISTRY OF EDUCATION - HQTRS,0517001001," 73,169,907.00 ",517001001,FEDERAL MINISTRY OF EDUCATION
FMOET69228525,CAPACITY DEVELOPMENT ON DATA MANAGEMENT FOR 100 EMIS STAFF IN 6 POLITICAL ZONES,FEDERAL MINISTRY OF EDUCATION - HQTRS,0517001001," 10,751,000.00 ",517001001,FEDERAL MINISTRY OF EDUCATION
FMOET80126370,"ADVOCACY AND SENSITIZATION OF KEY POLICY MAKERS, COMMUNITY AND RELIGIOUS LEADERSON SOME CULTURAL PRACTICES THAT HINDER GIRL-CHILD ACCESS TO EDUCATION, THEIMPORTANCE AND BENEFITS OF GIRLS'EDUCATION IN ALL STATES OF THE FEDERATION.",FEDERAL MINISTRY OF EDUCATION - HQTRS,0517001001," 10,000,000.00 ",517001001,FEDERAL MINISTRY OF EDUCATION
FMOET50364956,INTERNATIONAL COMMONWEALTH SCHOLARSHIP AND FELLOWSHIP PLAN (CSFP) 2017/2018,FEDERAL MINISTRY OF EDUCATION - HQTRS,0517001001," 25,000,000.00 ",517001001,FEDERAL MINISTRY OF EDUCATION
FMOET40899816,INSURANCE PREMIMUM ON BUILDING IN THE FUCS/FSB/FEQAS NATIONWIDE,FEDERAL MINISTRY OF EDUCATION - HQTRS,0517001001," 208,000,000.00 ",517001001,FEDERAL MINISTRY OF EDUCATION
FMOET02382867,MANDATORY PER-RETIREMENT WORKSHOP FOR RETIRING OFFICERS,FEDERAL MINISTRY OF EDUCATION - HQTRS,0517001001," 25,140,000.00 ",517001001,FEDERAL MINISTRY OF EDUCATION
FMOET05732609,IMPACT ASSESSMENT OF READ CAMPAIGN ACTIVITIES IN THE PROMOTION OF READINGCULTURE IN NIGERIA.(SGDS),FEDERAL MINISTRY OF EDUCATION - HQTRS,0517001001," 15,000,000.00 ",517001001,FEDERAL MINISTRY OF EDUCATION
FMOET19359881,A 3 DAY TECHNICAL SESSION ON THE COLLATION AND HARMONISATION OF INPUTS FROMSTAKEHOLDERS ON THE IMPLEMENTATION STATUS OF THE MINISTERIAL STRATEGIC PLAN2017-2019,FEDERAL MINISTRY OF EDUCATION - HQTRS,0517001001," 2,469,500.00 ",517001001,FEDERAL MINISTRY OF EDUCATION
FMOET47305978,"QUARTERLY MONITORING OF THE IMPACT OF FME PLANS, PROGRAMMES, PROJECTS,ACTIVITIES AND FEC DECISIONS",FEDERAL MINISTRY OF EDUCATION - HQTRS,0517001001," 8,192,000.00 ",517001001,FEDERAL MINISTRY OF EDUCATION
FMOET76290900,"VERIFICATION OF BEA SCHOLARS IN 12 COUNTRIES (VERIFICATION OF 692 BEA SCHOLARS ATRUSSIA AND 11 OTHER COUNTRIES BY OFFICERS OF THE FINANCE & ACCTS DEPT, INTERNALAUDIT & OAUGF, DEPT OF SCHOLARSHIP, MINISTER, MINISTER OF STATE & PS OFFICE)",FEDERAL MINISTRY OF EDUCATION - HQTRS,0517001001," 80,730,000.00 ",517001001,FEDERAL MINISTRY OF EDUCATION
FMOET53353167,SENSITIZATION AND COUNSELLING OF STUDENTS IN FGCS IN NORTH-WEST AND SOUTH-EASTGEO-POLITICAL ZONES ON FAMILY LIFE HIV/AIDS EDUCATION.,FEDERAL MINISTRY OF EDUCATION - HQTRS,0517001001," 12,000,000.00 ",517001001,FEDERAL MINISTRY OF EDUCATION
FMOET53333522,"CAPACITY DEVELOPMENT OF 20,000 HEAD TEACHERS AND PRINCIPALS IN NIGERIA ON SCHOOLRECORD KEEPING AND EMIS PROCESS IN THE 36 STATES AND FCT (SDGS)",FEDERAL MINISTRY OF EDUCATION - HQTRS,0517001001," 50,000,000.00 ",517001001,FEDERAL MINISTRY OF EDUCATION
FMOET89808144,PARTICIPATION OF NIGERIA IN THE ISESCO CONFERENCES OF MINISTERS OF EDUCATION,FEDERAL MINISTRY OF EDUCATION - HQTRS,0517001001," 4,474,325.00 ",517001001,FEDERAL MINISTRY OF EDUCATION
FMOET89233610,FEPSGA ANNUAL PUBLIC SERVICE GAMES 2017 AND KITTING OF 1000 STAFF FOR MONTHLY KEEPFIT JOGGING,FEDERAL MINISTRY OF EDUCATION - HQTRS,0517001001," 17,192,800.00 ",517001001,FEDERAL MINISTRY OF EDUCATION
FMOET48043774,"CAPACITY BUILDING FOR LIBRARIANS, ARCHIVISTS AND SECONDARY SCHOOL STUDENTS ONTHE USE OF ICT IN MODERN INFORMATION MANAGEMENT",FEDERAL MINISTRY OF EDUCATION - HQTRS,0517001001," 1,128,000.00 ",517001001,FEDERAL MINISTRY OF EDUCATION
FMOET56084258,"NATIONWIDE COORDINATION, MONITORING AND SUPERVISION OF NATIONAL COUNCIL ONEDUCATION (NCE) MAJOR DECISION IN THE SIX GEO-POLITICAL ZONES",FEDERAL MINISTRY OF EDUCATION - HQTRS,0517001001," 7,000,000.00 ",517001001,FEDERAL MINISTRY OF EDUCATION
FMOET38487627,HUMAN CAPITAL DEVELOPMENT PROGRAMME FOR 250 TEACHERS IN THE NORTH-EAST FGCS ONEMERGENCY PREPAREDNESS RESPONSE IN THE EDUCATION SECTOR.,FEDERAL MINISTRY OF EDUCATION - HQTRS,0517001001," 14,000,000.00 ",517001001,FEDERAL MINISTRY OF EDUCATION
FMOET44281988,PROVISION OF ICT LABORATORIES AND SOLAR PANEL NBAIS HQTS KADUNA,FEDERAL MINISTRY OF EDUCATION - HQTRS,0517001001," 10,880,000.00 ",517001001,FEDERAL MINISTRY OF EDUCATION
FMOET16970383,TO ENABLE EVALUATORS ACQUIRE BASIC PROFESSIONAL SKILLS AND COMPETENCE FORMAKING PROFESSIONAL JUDGEMENT,FEDERAL MINISTRY OF EDUCATION - HQTRS,0517001001," 60,500,000.00 ",517001001,FEDERAL MINISTRY OF EDUCATION
FMOET49173198,RE-EQUIPING OF 500 HEAD TEACHERS AND PROPRIETORS OF ECCDE CENTERS ON EDUCATIONQUALITY ASSURANCE PROCESSES,FEDERAL MINISTRY OF EDUCATION - HQTRS,0517001001," 42,800,000.00 ",517001001,FEDERAL MINISTRY OF EDUCATION
FMOET01742502,METAL SHELF FOR FILE IN THE MINISTRY'S FILE ROOM AT THE REGISTRY AND KALAMAZOOBINDERS AND FILE JACKETS FOR RECORD SECTION,FEDERAL MINISTRY OF EDUCATION - HQTRS,0517001001," 9,720,000.00 ",517001001,FEDERAL MINISTRY OF EDUCATION
FMOET22643085,ASSESSMENT AND EVALUATION OF GUIDANCE AND COUNSELLING SERVICE DELIVERY IN FGCSIN THE 3 GEO-POLITICAL ZONES.,FEDERAL MINISTRY OF EDUCATION - HQTRS,0517001001," 10,000,000.00 ",517001001,FEDERAL MINISTRY OF EDUCATION
FMOET30962072,CELEBRATION OF INTERNATIONAL DAY OF PEACE 2017,FEDERAL MINISTRY OF EDUCATION - HQTRS,0517001001," 1,854,400.00 ",517001001,FEDERAL MINISTRY OF EDUCATION
FMOET48314365,CAPACITY BUILDING FOR 500 FACILITATORS OF ADULT AND NON FORMAL EDUCATION ON THEANDRAGOGY OF FACILITATION IN THE NORTHERN GEO -POLITICAL ZONES,FEDERAL MINISTRY OF EDUCATION - HQTRS,0517001001," 5,000,000.00 ",517001001,FEDERAL MINISTRY OF EDUCATION
FMOET89126679,"YEAR-2017 SERVICING ON-GOING 1100 YEAR-2011, 2012 AND 2013 FEDERAL GOVERNMENTSCHOLARSHIP AWARDS MADE TO NIGERIAN STUDENTS IN NIGERIAN TERTIARY INSTITUTIONS",FEDERAL MINISTRY OF EDUCATION - HQTRS,0517001001," 280,000,000.00 ",517001001,FEDERAL MINISTRY OF EDUCATION
FMOET81251677,INAUGURATION OF UNESCO YOUTH FORUM OF NIGERIA,FEDERAL MINISTRY OF EDUCATION - HQTRS,0517001001," 1,993,000.00 ",517001001,FEDERAL MINISTRY OF EDUCATION
FMOET14299799,COLLABORATION WITH STATES IN THE NORTHERN ZONE ON SENSITIZATION AND CAPACITYBUILDING FOR 95 TEACHERS AND CARE-GIVERS ON THE TECHNIQUES OF HANDLING PERSONSWITH SPECIAL NEEDS IN SCHOOLS AND SPECIAL NEEDS CENTRES.,FEDERAL MINISTRY OF EDUCATION - HQTRS,0517001001," 15,000,000.00 ",517001001,FEDERAL MINISTRY OF EDUCATION
FMOET23806174,"RESEARCH ON STATE OF TERTIARY EDUCATION IN NIGERIA ESTABLISHED A COMPREHENSIVEDATA ON STATUS OF PROGRAMMES, STAFF AND STUDENT TO IMPROVE GOVERNANCE,FUNDING, QUALITY, ENROLLMENT AND ACADEMY/INDUSTRY LINKAGES, EXPERTS MEETING",FEDERAL MINISTRY OF EDUCATION - HQTRS,0517001001," 50,270,000.00 ",517001001,FEDERAL MINISTRY OF EDUCATION
